mode	drug	no_feats	F1-score_macro	c_param
expr	Ciprofloxacin	28	0.8049	0.015
expr	Ciprofloxacin	80	0.8048	0.04
expr	Ciprofloxacin	139	0.8046	1.0
expr	Ciprofloxacin	143	0.8019	0.85
expr	Ciprofloxacin	138	0.7982	0.15
expr	Ciprofloxacin	133	0.7982	0.5
expr	Ciprofloxacin	93	0.7941	0.05
expr	Ciprofloxacin	133	0.7927	0.085
expr	Ciprofloxacin	132	0.7924	0.1
expr	Ciprofloxacin	121	0.786	0.07
expr	Ciprofloxacin	16	0.7735	0.01
expr	Ciprofloxacin	13	0.7561	0.0085
expr	Ciprofloxacin	8	0.7421	0.007
expr	Ciprofloxacin	4	0.7176	0.005
expr	Ciprofloxacin	2	0.4398	0.004
expr	Ciprofloxacin	0	0.3084	0.003
expr	Ciprofloxacin	0	0.3084	0.0025
expr	Ciprofloxacin	0	0.3084	0.0015
expr	Ciprofloxacin	0	0.3084	0.002
expr	Ciprofloxacin	0	0.3084	0.001
expr	Meropenem	35	0.854	0.025
expr	Meropenem	76	0.8533	0.05
expr	Meropenem	40	0.8457	0.03
expr	Meropenem	63	0.8434	0.04
expr	Meropenem	101	0.8318	0.085
expr	Meropenem	29	0.8303	0.02
expr	Meropenem	92	0.8257	0.07
expr	Meropenem	87	0.8224	0.1
expr	Meropenem	108	0.8105	0.5
expr	Meropenem	104	0.8082	0.4
expr	Meropenem	115	0.8082	0.25
expr	Meropenem	106	0.8082	0.15
expr	Meropenem	115	0.802	0.85
expr	Meropenem	118	0.802	1.0
expr	Meropenem	104	0.7985	0.3
expr	Meropenem	112	0.7942	0.2
expr	Meropenem	114	0.7887	0.7
expr	Meropenem	17	0.7789	0.015
expr	Meropenem	5	0.7575	0.01
expr	Meropenem	4	0.7394	0.0085
expr	Meropenem	3	0.7366	0.007
expr	Meropenem	2	0.7291	0.005
expr	Meropenem	0	0.2386	0.0015
expr	Meropenem	0	0.2386	0.004
expr	Meropenem	0	0.2386	0.003
expr	Meropenem	0	0.2386	0.0025
expr	Meropenem	0	0.2386	0.002
expr	Meropenem	0	0.2386	0.001
expr	Tobramycin	104	0.8857	0.1
expr	Tobramycin	97	0.8798	0.085
expr	Tobramycin	113	0.8792	0.15
expr	Tobramycin	100	0.8734	0.07
expr	Tobramycin	110	0.8727	0.2
expr	Tobramycin	109	0.8721	0.3
expr	Tobramycin	114	0.8721	0.25
expr	Tobramycin	77	0.8702	0.04
expr	Tobramycin	112	0.8663	0.4
expr	Tobramycin	112	0.8657	0.85
expr	Tobramycin	84	0.8632	0.05
expr	Tobramycin	59	0.8613	0.03
expr	Tobramycin	109	0.8586	0.5
expr	Tobramycin	35	0.8563	0.02
expr	Tobramycin	51	0.8563	0.025
expr	Tobramycin	109	0.8547	0.7
expr	Tobramycin	114	0.8452	1.0
expr	Tobramycin	24	0.8379	0.015
expr	Tobramycin	12	0.8071	0.01
expr	Tobramycin	11	0.7945	0.0085
expr	Tobramycin	3	0.7893	0.005
expr	Tobramycin	7	0.7879	0.007
expr	Tobramycin	3	0.778	0.004
expr	Tobramycin	2	0.6932	0.003
expr	Tobramycin	0	0.4069	0.0015
expr	Tobramycin	0	0.4069	0.0025
expr	Tobramycin	0	0.4069	0.002
expr	Tobramycin	0	0.4069	0.001
gpa_expr_snps	Ceftazidim	43	0.8358	0.015
gpa_expr_snps	Ceftazidim	19	0.8282	0.01
gpa_expr_snps	Ceftazidim	175	0.8134	0.25
gpa_expr_snps	Ceftazidim	13	0.8091	0.0085
gpa_expr_snps	Ceftazidim	89	0.806	0.02
gpa_expr_snps	Ceftazidim	121	0.8022	1.0
gpa_expr_snps	Ceftazidim	235	0.8019	0.3
gpa_expr_snps	Ceftazidim	163	0.7985	0.2
gpa_expr_snps	Ceftazidim	162	0.7985	0.085
gpa_expr_snps	Ceftazidim	160	0.7985	0.07
gpa_expr_snps	Ceftazidim	133	0.7948	0.7
gpa_expr_snps	Ceftazidim	137	0.7948	0.04
gpa_expr_snps	Ceftazidim	180	0.7947	0.1
gpa_expr_snps	Ceftazidim	6	0.7935	0.007
gpa_expr_snps	Ceftazidim	165	0.791	0.15
gpa_expr_snps	Ceftazidim	123	0.7873	0.03
gpa_expr_snps	Ceftazidim	146	0.7873	0.05
gpa_expr_snps	Ceftazidim	133	0.7872	0.4
gpa_expr_snps	Ceftazidim	102	0.7836	0.025
gpa_expr_snps	Ceftazidim	128	0.7649	0.5
gpa_expr_snps	Ceftazidim	123	0.761	0.85
gpa_expr_snps	Ceftazidim	2	0.7106	0.005
gpa_expr_snps	Ceftazidim	0	0.335	0.0015
gpa_expr_snps	Ceftazidim	1	0.335	0.004
gpa_expr_snps	Ceftazidim	0	0.335	0.003
gpa_expr_snps	Ceftazidim	0	0.335	0.0025
gpa_expr_snps	Ceftazidim	0	0.335	0.002
gpa_expr_snps	Ceftazidim	0	0.335	0.001
gpa_expr_snps	Ciprofloxacin	41	0.9046	0.02
gpa_expr_snps	Ciprofloxacin	22	0.9042	0.015
gpa_expr_snps	Ciprofloxacin	41	0.9013	0.025
gpa_expr_snps	Ciprofloxacin	52	0.901	0.05
gpa_expr_snps	Ciprofloxacin	121	0.8978	0.3
gpa_expr_snps	Ciprofloxacin	51	0.8977	0.04
gpa_expr_snps	Ciprofloxacin	54	0.8975	0.2
gpa_expr_snps	Ciprofloxacin	59	0.8975	0.4
gpa_expr_snps	Ciprofloxacin	47	0.8942	0.03
gpa_expr_snps	Ciprofloxacin	67	0.8941	0.7
gpa_expr_snps	Ciprofloxacin	48	0.8939	0.085
gpa_expr_snps	Ciprofloxacin	50	0.8939	0.07
gpa_expr_snps	Ciprofloxacin	154	0.8904	0.5
gpa_expr_snps	Ciprofloxacin	1	0.8896	0.003
gpa_expr_snps	Ciprofloxacin	2	0.8896	0.005
gpa_expr_snps	Ciprofloxacin	10	0.8896	0.01
gpa_expr_snps	Ciprofloxacin	7	0.8896	0.0085
gpa_expr_snps	Ciprofloxacin	5	0.8896	0.007
gpa_expr_snps	Ciprofloxacin	1	0.8896	0.004
gpa_expr_snps	Ciprofloxacin	49	0.8868	0.1
gpa_expr_snps	Ciprofloxacin	45	0.8868	0.15
gpa_expr_snps	Ciprofloxacin	67	0.8836	0.85
gpa_expr_snps	Ciprofloxacin	76	0.8769	0.25
gpa_expr_snps	Ciprofloxacin	74	0.8739	1.0
gpa_expr_snps	Ciprofloxacin	1	0.7419	0.0025
gpa_expr_snps	Ciprofloxacin	0	0.3084	0.0015
gpa_expr_snps	Ciprofloxacin	0	0.3084	0.002
gpa_expr_snps	Ciprofloxacin	0	0.3084	0.001
gpa_expr_snps	Meropenem	143	0.8787	0.2
gpa_expr_snps	Meropenem	136	0.8743	0.4
gpa_expr_snps	Meropenem	97	0.8699	0.3
gpa_expr_snps	Meropenem	153	0.8656	0.085
gpa_expr_snps	Meropenem	142	0.8656	0.1
gpa_expr_snps	Meropenem	147	0.8648	0.15
gpa_expr_snps	Meropenem	84	0.8626	0.85
gpa_expr_snps	Meropenem	93	0.8597	1.0
gpa_expr_snps	Meropenem	99	0.8591	0.04
gpa_expr_snps	Meropenem	107	0.8589	0.25
gpa_expr_snps	Meropenem	141	0.8584	0.07
gpa_expr_snps	Meropenem	7	0.8562	0.0085
gpa_expr_snps	Meropenem	120	0.8555	0.05
gpa_expr_snps	Meropenem	71	0.8492	0.03
gpa_expr_snps	Meropenem	88	0.8491	0.7
gpa_expr_snps	Meropenem	38	0.8463	0.02
gpa_expr_snps	Meropenem	58	0.8463	0.025
gpa_expr_snps	Meropenem	5	0.8442	0.007
gpa_expr_snps	Meropenem	9	0.8422	0.01
gpa_expr_snps	Meropenem	163	0.84	0.5
gpa_expr_snps	Meropenem	19	0.8394	0.015
gpa_expr_snps	Meropenem	2	0.7665	0.005
gpa_expr_snps	Meropenem	1	0.3127	0.004
gpa_expr_snps	Meropenem	0	0.2386	0.003
gpa_expr_snps	Meropenem	0	0.2386	0.0025
gpa_expr_snps	Meropenem	0	0.2386	0.0015
gpa_expr_snps	Meropenem	0	0.2386	0.002
gpa_expr_snps	Meropenem	0	0.2386	0.001
gpa_expr_snps	Tobramycin	71	0.91	0.5
gpa_expr_snps	Tobramycin	65	0.9076	0.03
gpa_expr_snps	Tobramycin	50	0.9076	0.02
gpa_expr_snps	Tobramycin	79	0.9071	0.04
gpa_expr_snps	Tobramycin	92	0.9071	0.05
gpa_expr_snps	Tobramycin	37	0.9005	0.015
gpa_expr_snps	Tobramycin	59	0.9	0.025
gpa_expr_snps	Tobramycin	84	0.8967	0.3
gpa_expr_snps	Tobramycin	89	0.895	0.1
gpa_expr_snps	Tobramycin	64	0.895	1.0
gpa_expr_snps	Tobramycin	93	0.8928	0.15
gpa_expr_snps	Tobramycin	66	0.8923	0.85
gpa_expr_snps	Tobramycin	112	0.8901	0.4
gpa_expr_snps	Tobramycin	95	0.8896	0.07
gpa_expr_snps	Tobramycin	74	0.8863	0.7
gpa_expr_snps	Tobramycin	77	0.8851	0.25
gpa_expr_snps	Tobramycin	17	0.883	0.01
gpa_expr_snps	Tobramycin	74	0.8824	0.2
gpa_expr_snps	Tobramycin	4	0.8817	0.004
gpa_expr_snps	Tobramycin	83	0.8812	0.085
gpa_expr_snps	Tobramycin	13	0.8766	0.0085
gpa_expr_snps	Tobramycin	5	0.8758	0.005
gpa_expr_snps	Tobramycin	8	0.8714	0.007
gpa_expr_snps	Tobramycin	2	0.8626	0.003
gpa_expr_snps	Tobramycin	1	0.6604	0.0025
gpa_expr_snps	Tobramycin	0	0.4069	0.0015
gpa_expr_snps	Tobramycin	0	0.4069	0.002
gpa_expr_snps	Tobramycin	0	0.4069	0.001
gpa_expr	Ceftazidim	37	0.8507	0.015
gpa_expr	Ceftazidim	60	0.8358	0.02
gpa_expr	Ceftazidim	109	0.8283	0.03
gpa_expr	Ceftazidim	14	0.8241	0.01
gpa_expr	Ceftazidim	90	0.8134	0.025
gpa_expr	Ceftazidim	143	0.8133	0.4
gpa_expr	Ceftazidim	137	0.8059	0.15
gpa_expr	Ceftazidim	147	0.8059	0.07
gpa_expr	Ceftazidim	153	0.8059	0.085
gpa_expr	Ceftazidim	130	0.8022	0.04
gpa_expr	Ceftazidim	125	0.7985	1.0
gpa_expr	Ceftazidim	143	0.7985	0.7
gpa_expr	Ceftazidim	142	0.7985	0.05
gpa_expr	Ceftazidim	155	0.7983	0.1
gpa_expr	Ceftazidim	9	0.7971	0.0085
gpa_expr	Ceftazidim	140	0.7948	0.3
gpa_expr	Ceftazidim	181	0.791	0.5
gpa_expr	Ceftazidim	172	0.791	0.25
gpa_expr	Ceftazidim	6	0.7891	0.007
gpa_expr	Ceftazidim	163	0.7872	0.2
gpa_expr	Ceftazidim	143	0.7798	0.85
gpa_expr	Ceftazidim	1	0.7106	0.005
gpa_expr	Ceftazidim	0	0.335	0.002
gpa_expr	Ceftazidim	0	0.335	0.0025
gpa_expr	Ceftazidim	0	0.335	0.003
gpa_expr	Ceftazidim	1	0.335	0.004
gpa_expr	Ceftazidim	0	0.335	0.0015
gpa_expr	Ceftazidim	0	0.335	0.001
gpa_expr	Ciprofloxacin	97	0.8223	0.025
gpa_expr	Ciprofloxacin	73	0.8188	0.02
gpa_expr	Ciprofloxacin	150	0.814	0.3
gpa_expr	Ciprofloxacin	120	0.8083	0.03
gpa_expr	Ciprofloxacin	141	0.8013	0.04
gpa_expr	Ciprofloxacin	144	0.8012	0.05
gpa_expr	Ciprofloxacin	159	0.8009	0.07
gpa_expr	Ciprofloxacin	140	0.7998	0.85
gpa_expr	Ciprofloxacin	147	0.7998	0.4
gpa_expr	Ciprofloxacin	171	0.797	0.25
gpa_expr	Ciprofloxacin	163	0.7939	0.085
gpa_expr	Ciprofloxacin	154	0.7896	0.1
gpa_expr	Ciprofloxacin	148	0.7866	0.7
gpa_expr	Ciprofloxacin	159	0.786	1.0
gpa_expr	Ciprofloxacin	50	0.7838	0.015
gpa_expr	Ciprofloxacin	140	0.7826	0.2
gpa_expr	Ciprofloxacin	25	0.7764	0.01
gpa_expr	Ciprofloxacin	126	0.7683	0.5
gpa_expr	Ciprofloxacin	164	0.768	0.15
gpa_expr	Ciprofloxacin	16	0.7586	0.0085
gpa_expr	Ciprofloxacin	8	0.7478	0.007
gpa_expr	Ciprofloxacin	5	0.7051	0.005
gpa_expr	Ciprofloxacin	2	0.6993	0.004
gpa_expr	Ciprofloxacin	0	0.3084	0.0015
gpa_expr	Ciprofloxacin	0	0.3084	0.003
gpa_expr	Ciprofloxacin	0	0.3084	0.0025
gpa_expr	Ciprofloxacin	0	0.3084	0.002
gpa_expr	Ciprofloxacin	0	0.3084	0.001
gpa_expr	Meropenem	92	0.8736	0.85
gpa_expr	Meropenem	105	0.8706	0.7
gpa_expr	Meropenem	102	0.8676	0.05
gpa_expr	Meropenem	101	0.8662	1.0
gpa_expr	Meropenem	93	0.864	0.04
gpa_expr	Meropenem	132	0.8633	0.2
gpa_expr	Meropenem	120	0.8627	0.085
gpa_expr	Meropenem	142	0.8597	0.25
gpa_expr	Meropenem	104	0.8597	0.3
gpa_expr	Meropenem	115	0.8591	0.07
gpa_expr	Meropenem	105	0.8589	0.5
gpa_expr	Meropenem	102	0.8589	0.4
gpa_expr	Meropenem	123	0.8584	0.1
gpa_expr	Meropenem	7	0.8562	0.0085
gpa_expr	Meropenem	134	0.8541	0.15
gpa_expr	Meropenem	70	0.8534	0.03
gpa_expr	Meropenem	49	0.8499	0.025
gpa_expr	Meropenem	29	0.8463	0.02
gpa_expr	Meropenem	5	0.8442	0.007
gpa_expr	Meropenem	16	0.8394	0.015
gpa_expr	Meropenem	6	0.8387	0.01
gpa_expr	Meropenem	2	0.7665	0.005
gpa_expr	Meropenem	1	0.3127	0.004
gpa_expr	Meropenem	0	0.2386	0.003
gpa_expr	Meropenem	0	0.2386	0.0015
gpa_expr	Meropenem	0	0.2386	0.0025
gpa_expr	Meropenem	0	0.2386	0.002
gpa_expr	Meropenem	0	0.2386	0.001
gpa_expr	Tobramycin	63	0.9319	0.1
gpa_expr	Tobramycin	73	0.9214	0.04
gpa_expr	Tobramycin	59	0.9214	0.03
gpa_expr	Tobramycin	46	0.9147	0.025
gpa_expr	Tobramycin	34	0.9147	0.02
gpa_expr	Tobramycin	70	0.9143	0.5
gpa_expr	Tobramycin	64	0.9143	0.085
gpa_expr	Tobramycin	67	0.9138	0.4
gpa_expr	Tobramycin	27	0.9114	0.015
gpa_expr	Tobramycin	73	0.9105	0.05
gpa_expr	Tobramycin	65	0.9105	0.15
gpa_expr	Tobramycin	64	0.9105	0.2
gpa_expr	Tobramycin	63	0.9071	0.3
gpa_expr	Tobramycin	58	0.9066	0.07
gpa_expr	Tobramycin	73	0.9038	0.25
gpa_expr	Tobramycin	66	0.8994	0.85
gpa_expr	Tobramycin	15	0.8934	0.01
gpa_expr	Tobramycin	73	0.8928	1.0
gpa_expr	Tobramycin	14	0.8896	0.0085
gpa_expr	Tobramycin	66	0.889	0.7
gpa_expr	Tobramycin	4	0.8817	0.004
gpa_expr	Tobramycin	9	0.8812	0.007
gpa_expr	Tobramycin	4	0.8758	0.005
gpa_expr	Tobramycin	2	0.8626	0.003
gpa_expr	Tobramycin	1	0.6604	0.0025
gpa_expr	Tobramycin	0	0.4069	0.0015
gpa_expr	Tobramycin	0	0.4069	0.002
gpa_expr	Tobramycin	0	0.4069	0.001
gpa_snps	Ceftazidim	78	0.6791	0.05
gpa_snps	Ceftazidim	176	0.6679	0.7
gpa_snps	Ceftazidim	108	0.6679	0.07
gpa_snps	Ceftazidim	129	0.6604	0.085
gpa_snps	Ceftazidim	56	0.6603	0.04
gpa_snps	Ceftazidim	144	0.6567	0.1
gpa_snps	Ceftazidim	169	0.6567	0.3
gpa_snps	Ceftazidim	174	0.6566	0.2
gpa_snps	Ceftazidim	31	0.6564	0.03
gpa_snps	Ceftazidim	171	0.6529	1.0
gpa_snps	Ceftazidim	22	0.6522	0.025
gpa_snps	Ceftazidim	171	0.6492	0.25
gpa_snps	Ceftazidim	176	0.6455	0.4
gpa_snps	Ceftazidim	182	0.6418	0.5
gpa_snps	Ceftazidim	152	0.6417	0.15
gpa_snps	Ceftazidim	14	0.6366	0.02
gpa_snps	Ceftazidim	177	0.6341	0.85
gpa_snps	Ceftazidim	6	0.6128	0.015
gpa_snps	Ceftazidim	0	0.335	0.004
gpa_snps	Ceftazidim	0	0.335	0.005
gpa_snps	Ceftazidim	0	0.335	0.003
gpa_snps	Ceftazidim	0	0.335	0.007
gpa_snps	Ceftazidim	0	0.335	0.0025
gpa_snps	Ceftazidim	0	0.335	0.0085
gpa_snps	Ceftazidim	0	0.335	0.0015
gpa_snps	Ceftazidim	0	0.335	0.002
gpa_snps	Ceftazidim	0	0.335	0.01
gpa_snps	Ceftazidim	0	0.335	0.001
gpa_snps	Ciprofloxacin	76	0.9153	0.1
gpa_snps	Ciprofloxacin	69	0.9118	0.085
gpa_snps	Ciprofloxacin	59	0.9082	0.07
gpa_snps	Ciprofloxacin	97	0.9011	0.15
gpa_snps	Ciprofloxacin	36	0.9008	0.05
gpa_snps	Ciprofloxacin	30	0.8933	0.04
gpa_snps	Ciprofloxacin	2	0.8896	0.007
gpa_snps	Ciprofloxacin	3	0.8896	0.0085
gpa_snps	Ciprofloxacin	9	0.8896	0.015
gpa_snps	Ciprofloxacin	11	0.8896	0.02
gpa_snps	Ciprofloxacin	15	0.8896	0.025
gpa_snps	Ciprofloxacin	17	0.8896	0.03
gpa_snps	Ciprofloxacin	6	0.8896	0.01
gpa_snps	Ciprofloxacin	104	0.8803	0.25
gpa_snps	Ciprofloxacin	91	0.8803	0.2
gpa_snps	Ciprofloxacin	97	0.8801	0.3
gpa_snps	Ciprofloxacin	97	0.8664	0.85
gpa_snps	Ciprofloxacin	97	0.863	0.4
gpa_snps	Ciprofloxacin	98	0.863	0.5
gpa_snps	Ciprofloxacin	93	0.8622	1.0
gpa_snps	Ciprofloxacin	94	0.8524	0.7
gpa_snps	Ciprofloxacin	1	0.4596	0.005
gpa_snps	Ciprofloxacin	0	0.3084	0.0015
gpa_snps	Ciprofloxacin	0	0.3084	0.004
gpa_snps	Ciprofloxacin	0	0.3084	0.003
gpa_snps	Ciprofloxacin	0	0.3084	0.0025
gpa_snps	Ciprofloxacin	0	0.3084	0.002
gpa_snps	Ciprofloxacin	0	0.3084	0.001
gpa_snps	Meropenem	72	0.8569	0.085
gpa_snps	Meropenem	49	0.8561	0.07
gpa_snps	Meropenem	91	0.8489	0.1
gpa_snps	Meropenem	122	0.8481	0.15
gpa_snps	Meropenem	29	0.8462	0.05
gpa_snps	Meropenem	113	0.8419	0.2
gpa_snps	Meropenem	25	0.8391	0.04
gpa_snps	Meropenem	131	0.8338	0.25
gpa_snps	Meropenem	19	0.826	0.03
gpa_snps	Meropenem	13	0.8092	0.025
gpa_snps	Meropenem	144	0.8071	0.4
gpa_snps	Meropenem	120	0.8001	0.3
gpa_snps	Meropenem	141	0.7733	0.5
gpa_snps	Meropenem	9	0.7706	0.02
gpa_snps	Meropenem	140	0.7684	0.7
gpa_snps	Meropenem	137	0.7532	1.0
gpa_snps	Meropenem	145	0.7447	0.85
gpa_snps	Meropenem	4	0.6451	0.015
gpa_snps	Meropenem	0	0.2386	0.0015
gpa_snps	Meropenem	1	0.2386	0.01
gpa_snps	Meropenem	0	0.2386	0.0085
gpa_snps	Meropenem	0	0.2386	0.007
gpa_snps	Meropenem	0	0.2386	0.005
gpa_snps	Meropenem	0	0.2386	0.004
gpa_snps	Meropenem	0	0.2386	0.003
gpa_snps	Meropenem	0	0.2386	0.0025
gpa_snps	Meropenem	0	0.2386	0.002
gpa_snps	Meropenem	0	0.2386	0.001
gpa_snps	Tobramycin	100	0.9133	0.2
gpa_snps	Tobramycin	101	0.9066	0.3
gpa_snps	Tobramycin	63	0.9033	0.07
gpa_snps	Tobramycin	105	0.9028	0.15
gpa_snps	Tobramycin	72	0.9028	0.085
gpa_snps	Tobramycin	77	0.9022	0.1
gpa_snps	Tobramycin	99	0.9017	0.5
gpa_snps	Tobramycin	105	0.9017	0.4
gpa_snps	Tobramycin	95	0.8983	0.25
gpa_snps	Tobramycin	46	0.8961	0.05
gpa_snps	Tobramycin	103	0.8944	1.0
gpa_snps	Tobramycin	35	0.8896	0.04
gpa_snps	Tobramycin	103	0.8877	0.7
gpa_snps	Tobramycin	24	0.8857	0.03
gpa_snps	Tobramycin	103	0.8844	0.85
gpa_snps	Tobramycin	3	0.8795	0.0085
gpa_snps	Tobramycin	19	0.8772	0.025
gpa_snps	Tobramycin	15	0.866	0.02
gpa_snps	Tobramycin	3	0.8626	0.007
gpa_snps	Tobramycin	4	0.8596	0.01
gpa_snps	Tobramycin	10	0.8524	0.015
gpa_snps	Tobramycin	0	0.4069	0.0015
gpa_snps	Tobramycin	0	0.4069	0.005
gpa_snps	Tobramycin	0	0.4069	0.004
gpa_snps	Tobramycin	0	0.4069	0.003
gpa_snps	Tobramycin	0	0.4069	0.0025
gpa_snps	Tobramycin	0	0.4069	0.002
gpa_snps	Tobramycin	0	0.4069	0.001
gpa	Ceftazidim	28	0.7187	0.04
gpa	Ceftazidim	156	0.7164	1.0
gpa	Ceftazidim	125	0.7125	0.2
gpa	Ceftazidim	109	0.7089	0.15
gpa	Ceftazidim	57	0.7085	0.07
gpa	Ceftazidim	80	0.705	0.1
gpa	Ceftazidim	149	0.7015	0.3
gpa	Ceftazidim	133	0.7015	0.25
gpa	Ceftazidim	153	0.7014	0.85
gpa	Ceftazidim	73	0.7012	0.085
gpa	Ceftazidim	40	0.7007	0.05
gpa	Ceftazidim	158	0.6978	0.7
gpa	Ceftazidim	149	0.6938	0.5
gpa	Ceftazidim	15	0.6866	0.03
gpa	Ceftazidim	149	0.6865	0.4
gpa	Ceftazidim	13	0.676	0.025
gpa	Ceftazidim	8	0.6523	0.02
gpa	Ceftazidim	4	0.6266	0.015
gpa	Ceftazidim	0	0.335	0.002
gpa	Ceftazidim	0	0.335	0.0025
gpa	Ceftazidim	0	0.335	0.0015
gpa	Ceftazidim	0	0.335	0.01
gpa	Ceftazidim	0	0.335	0.0085
gpa	Ceftazidim	0	0.335	0.007
gpa	Ceftazidim	0	0.335	0.005
gpa	Ceftazidim	0	0.335	0.004
gpa	Ceftazidim	0	0.335	0.003
gpa	Ceftazidim	0	0.335	0.001
gpa	Ciprofloxacin	126	0.7915	0.85
gpa	Ciprofloxacin	134	0.7844	0.7
gpa	Ciprofloxacin	126	0.7844	0.4
gpa	Ciprofloxacin	130	0.7777	0.5
gpa	Ciprofloxacin	124	0.7774	0.3
gpa	Ciprofloxacin	131	0.7774	0.25
gpa	Ciprofloxacin	129	0.774	1.0
gpa	Ciprofloxacin	37	0.7733	0.05
gpa	Ciprofloxacin	85	0.7628	0.085
gpa	Ciprofloxacin	32	0.7628	0.04
gpa	Ciprofloxacin	91	0.7624	0.1
gpa	Ciprofloxacin	105	0.7579	0.15
gpa	Ciprofloxacin	115	0.7573	0.2
gpa	Ciprofloxacin	26	0.7557	0.03
gpa	Ciprofloxacin	60	0.7526	0.07
gpa	Ciprofloxacin	10	0.7524	0.02
gpa	Ciprofloxacin	16	0.7523	0.025
gpa	Ciprofloxacin	7	0.6917	0.015
gpa	Ciprofloxacin	5	0.6658	0.01
gpa	Ciprofloxacin	1	0.5865	0.0085
gpa	Ciprofloxacin	0	0.3084	0.0015
gpa	Ciprofloxacin	0	0.3084	0.007
gpa	Ciprofloxacin	0	0.3084	0.005
gpa	Ciprofloxacin	0	0.3084	0.004
gpa	Ciprofloxacin	0	0.3084	0.003
gpa	Ciprofloxacin	0	0.3084	0.0025
gpa	Ciprofloxacin	0	0.3084	0.002
gpa	Ciprofloxacin	0	0.3084	0.001
gpa	Meropenem	48	0.8569	0.1
gpa	Meropenem	41	0.8497	0.085
gpa	Meropenem	72	0.8481	0.15
gpa	Meropenem	90	0.8473	0.2
gpa	Meropenem	32	0.8462	0.07
gpa	Meropenem	16	0.8391	0.04
gpa	Meropenem	13	0.8391	0.03
gpa	Meropenem	22	0.8391	0.05
gpa	Meropenem	12	0.8356	0.025
gpa	Meropenem	96	0.8302	0.25
gpa	Meropenem	90	0.8221	0.3
gpa	Meropenem	102	0.8094	0.4
gpa	Meropenem	9	0.8047	0.02
gpa	Meropenem	103	0.7907	0.5
gpa	Meropenem	110	0.7817	0.7
gpa	Meropenem	119	0.777	0.85
gpa	Meropenem	111	0.7508	1.0
gpa	Meropenem	3	0.4576	0.015
gpa	Meropenem	0	0.2386	0.0015
gpa	Meropenem	1	0.2386	0.01
gpa	Meropenem	0	0.2386	0.0085
gpa	Meropenem	0	0.2386	0.007
gpa	Meropenem	0	0.2386	0.005
gpa	Meropenem	0	0.2386	0.004
gpa	Meropenem	0	0.2386	0.003
gpa	Meropenem	0	0.2386	0.0025
gpa	Meropenem	0	0.2386	0.002
gpa	Meropenem	0	0.2386	0.001
gpa	Tobramycin	31	0.9095	0.05
gpa	Tobramycin	22	0.909	0.04
gpa	Tobramycin	60	0.909	0.1
gpa	Tobramycin	87	0.9084	0.85
gpa	Tobramycin	83	0.905	0.5
gpa	Tobramycin	89	0.9045	0.7
gpa	Tobramycin	55	0.9022	0.085
gpa	Tobramycin	82	0.9017	0.2
gpa	Tobramycin	71	0.9017	0.15
gpa	Tobramycin	48	0.8989	0.07
gpa	Tobramycin	78	0.8977	0.3
gpa	Tobramycin	95	0.8977	0.25
gpa	Tobramycin	84	0.8944	0.4
gpa	Tobramycin	86	0.8938	1.0
gpa	Tobramycin	15	0.8938	0.03
gpa	Tobramycin	12	0.8938	0.025
gpa	Tobramycin	10	0.8931	0.02
gpa	Tobramycin	3	0.8918	0.01
gpa	Tobramycin	8	0.8817	0.015
gpa	Tobramycin	3	0.8795	0.0085
gpa	Tobramycin	3	0.8626	0.007
gpa	Tobramycin	0	0.4069	0.0015
gpa	Tobramycin	0	0.4069	0.005
gpa	Tobramycin	0	0.4069	0.004
gpa	Tobramycin	0	0.4069	0.003
gpa	Tobramycin	0	0.4069	0.0025
gpa	Tobramycin	0	0.4069	0.002
gpa	Tobramycin	0	0.4069	0.001
snps	Ceftazidim	128	0.6565	0.085
snps	Ceftazidim	130	0.6562	0.1
snps	Ceftazidim	71	0.6492	0.05
snps	Ceftazidim	102	0.6454	0.07
snps	Ceftazidim	49	0.6418	0.04
snps	Ceftazidim	20	0.6411	0.025
snps	Ceftazidim	164	0.6381	1.0
snps	Ceftazidim	165	0.6378	0.3
snps	Ceftazidim	27	0.6374	0.03
snps	Ceftazidim	162	0.6342	0.25
snps	Ceftazidim	152	0.6306	0.15
snps	Ceftazidim	151	0.6306	0.2
snps	Ceftazidim	14	0.6261	0.02
snps	Ceftazidim	164	0.6155	0.4
snps	Ceftazidim	8	0.6141	0.015
snps	Ceftazidim	171	0.597	0.7
snps	Ceftazidim	172	0.5969	0.5
snps	Ceftazidim	171	0.5968	0.85
snps	Ceftazidim	0	0.335	0.007
snps	Ceftazidim	0	0.335	0.0025
snps	Ceftazidim	0	0.335	0.002
snps	Ceftazidim	0	0.335	0.0085
snps	Ceftazidim	0	0.335	0.003
snps	Ceftazidim	0	0.335	0.004
snps	Ceftazidim	0	0.335	0.0015
snps	Ceftazidim	0	0.335	0.005
snps	Ceftazidim	0	0.335	0.01
snps	Ceftazidim	0	0.335	0.001
snps	Ciprofloxacin	50	0.9117	0.07
snps	Ciprofloxacin	48	0.9047	0.085
snps	Ciprofloxacin	92	0.9014	0.85
snps	Ciprofloxacin	73	0.9013	0.1
snps	Ciprofloxacin	27	0.9006	0.05
snps	Ciprofloxacin	87	0.8944	0.5
snps	Ciprofloxacin	21	0.8933	0.04
snps	Ciprofloxacin	83	0.8911	0.2
